R_fighter,B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,Winner
Evan Dunham,Rodrigo Damm,2,0,0,16,746.3333333,0,0,1,1,0,1,0,3,Orthodox,170.18,180.34,155,3,0,0,31,665,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,34,33,0
Omari Akhmedov,Mats Nilsson,1,0,0,1,264,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,1,0,0,2,243.5,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,185,31,27,0
Alexis Dufresne,Marion Reneau,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,1,0,0,3,900,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,135,37,24,1
Lyoto Machida,CB Dollaway,0,2,0,27,485.7142857,1,0,1,4,2,2,0,9,Orthodox,187.96,193.04,185,1,0,0,49,773.5555556,5,0,1,6,5,1,0,13,Southpaw,185.42,187.96,185,31,36,0
Renan Barao,Mitch Gagnon,0,4,0,9,407.8,0,0,0,1,0,3,0,4,Southpaw,165.1,165.1,135,1,0,0,24,823.625,5,0,0,3,2,2,0,7,Orthodox,167.64,177.8,135,30,27,0
Antonio Carlos Junior,Patrick Cummins,0,2,0,6,475.6666667,0,0,0,1,1,0,0,2,Orthodox,187.96,193.04,205,0,1,0,3,900,1,0,0,1,0,0,0,1,Orthodox,187.96,200.66,185,34,24,1
Elias Silverio,Rashid Magomedov,0,2,0,6,900,0,0,0,2,0,0,0,2,Orthodox,175.26,177.8,155,0,3,0,9,887,0,0,0,2,0,1,0,3,Orthodox,180.34,185.42,155,30,28,1
Erick Silva,Mike Rhodes,2,0,0,6,900,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,1,0,0,13,322.125,0,0,0,0,2,2,0,4,Orthodox,182.88,187.96,170,25,30,0
Daniel Sarafian,Antonio Dos Santos,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,2,0,0,8,528,0,0,0,0,0,1,0,1,Orthodox,175.26,185.42,185,26,32,0
Marcos Rogerio de Lima,Igor Pokrajac,4,0,0,24,567.4545455,0,0,0,1,2,1,0,4,Orthodox,182.88,193.04,205,0,1,0,1,20,0,0,0,0,1,0,0,1,Orthodox,185.42,190.5,253,35,29,0
Tom Niinimaki,Renato Moicano,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,2,0,0,5,436.6666667,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,145,25,32,1
Darren Elkins,Hacran Dias,2,0,0,9,900,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,155,0,1,0,25,603.5454545,0,0,1,5,2,0,0,8,Orthodox,177.8,180.34,145,30,30,1
Leandro Issa,Ulka Sasaki,0,1,0,1,66,0,0,0,0,0,1,0,1,Southpaw,177.8,180.34,125,0,1,0,5,714,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,135,25,31,0
Marcio Alexandre Junior,Tim Means,0,1,0,16,761,0,0,0,2,1,0,0,3,Orthodox,187.96,190.5,170,1,0,0,3,625,1,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,30,25,1
Vitor Miranda,Jake Collier,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,1,0,0,3,900,1,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,26,35,0
Junior Dos Santos,Stipe Miocic,0,3,0,15,543.1428571,0,0,0,3,3,0,0,6,Orthodox,193.04,203.2,240,1,0,0,29,609.1666667,4,0,0,2,8,0,0,10,Orthodox,193.04,195.58,238,32,30,0
Rafael Dos Anjos,Nate Diaz,0,1,0,44,632.3684211,2,0,1,1,2,8,0,12,Southpaw,182.88,193.04,170,0,2,0,40,677.875,0,0,0,6,3,2,0,11,Southpaw,172.72,177.8,170,29,30,0
Alistair Overeem,Stefan Struve,1,0,0,22,371.9230769,0,1,0,0,4,4,0,9,Orthodox,210.82,213.36,265,1,0,0,9,411.6,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,265,26,34,0
Gabriel Gonzaga,Matt Mitrione,0,2,0,18,382.1818182,0,0,0,1,7,0,0,8,Switch,190.5,200.66,265,1,0,0,29,341,1,0,0,0,7,4,0,11,Orthodox,187.96,193.04,242,36,35,1
Claudia Gadelha,Joanna Jedrzejczyk,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,125,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,162.56,160.02,115,27,26,1
John Moraga,Willie Gates,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,125,0,1,0,16,694.5,1,0,1,0,1,2,0,4,Orthodox,167.64,167.64,125,27,30,0
Joe Riggs,Ben Saunders,0,1,0,16,515.75,0,0,0,1,2,2,0,5,Orthodox,187.96,195.58,170,1,0,0,12,321.75,0,0,0,1,1,1,1,4,Southpaw,182.88,177.8,185,31,32,1
Jamie Varner,Drew Dober,2,0,0,6,900,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,155,3,0,0,17,553,0,0,1,0,1,1,0,3,Orthodox,172.72,182.88,155,26,30,1
Joe Ellenberger,Bryan Barberena,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,182.88,170,0,1,0,3,900,0,0,1,0,0,0,0,1,Orthodox,175.26,182.88,155,25,29,1
David Michaud,Garett Whiteley,2,0,0,4,567,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,1,0,0,3,900,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,33,26,0
Henry Cejudo,Dustin Kimura,1,0,0,8,497,0,0,0,0,0,2,0,2,Orthodox,170.18,180.34,135,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,135,25,27,0
Anthony Birchak,Ian Entwistle,1,0,0,1,214,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,135,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,28,28,1
Carla Esparza,Rose Namajunas,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,0,0,0,0,,0,0,0,0,0,0,0,0,,154.94,160.02,115,22,27,0
Jeremy Stephens,Charles Oliveira,0,2,0,20,404.6363636,0,0,0,0,0,6,0,6,Orthodox,177.8,187.96,155,1,0,0,50,730.5789474,0,0,1,4,4,0,1,10,Orthodox,172.72,180.34,145,25,28,1
Joe Proctor,Yancy Medeiros,0,1,0,5,232.75,0,0,0,0,0,1,0,1,Orthodox,177.8,190.5,155,0,2,0,9,606.5,0,0,0,1,2,0,0,3,Orthodox,177.8,182.88,155,27,29,1
Jessica Penne,Randa Markos,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,0,0,0,0,,0,0,0,0,0,0,0,0,,165.1,170.18,115,29,31,0
Felice Herrig,Lisa Ellis,0,0,0,0,,0,0,0,0,0,0,0,0,,162.56,157.48,115,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,115,32,30,0
Bec Rawlings,Heather Jo Clark,0,0,0,0,,0,0,0,0,0,0,0,0,,167.64,162.56,115,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,162.56,125,34,25,1
Joanne Calderwood,Seohee Ham,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,157.48,157.48,115,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,125,27,28,0
Tecia Torres,Angela Magana,0,0,0,0,,0,0,0,0,0,0,0,0,,154.94,165.1,115,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,154.94,152.4,115,31,25,0
Aisling Daly,Alex Chambers,0,0,0,0,,0,0,0,0,0,0,0,0,,160.02,160.02,115,0,0,0,0,,0,0,0,0,0,0,0,0,,157.48,162.56,115,36,26,0
Emily Peters Kagan,Angela Hill,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,0,0,0,0,,0,0,0,0,0,0,0,0,,160.02,167.64,115,29,33,1
Johny Hendricks,Robbie Lawler,0,2,0,33,649.5384615,1,0,1,3,5,0,0,9,Southpaw,180.34,187.96,170,0,1,0,34,686.3076923,2,1,2,3,5,0,0,11,Southpaw,175.26,175.26,185,32,31,1
Anthony Pettis,Gilbert Melendez,0,1,0,8,1200,1,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145,0,4,0,9,463.4,1,0,1,0,2,1,0,4,Orthodox,177.8,182.88,170,32,27,0
Travis Browne,Brendan Schaub,1,0,0,18,436.8,1,0,0,2,3,1,0,6,Orthodox,193.04,198.12,245,1,0,0,18,455.8,0,0,0,1,5,1,0,7,Orthodox,198.12,200.66,255,31,32,0
Todd Duffee,Anthony Hamilton,0,1,0,3,347.5,0,0,0,0,1,0,0,1,Orthodox,195.58,193.04,260,0,1,0,5,295.3333333,0,0,0,0,2,0,0,2,Orthodox,190.5,200.66,260,34,28,0
Tony Ferguson,Abel Trujillo,0,2,0,11,576,0,0,0,0,3,0,0,3,Orthodox,172.72,177.8,155,0,3,0,13,513.1428571,1,0,1,1,2,1,1,6,Orthodox,180.34,193.04,155,31,30,0
Urijah Faber,Francisco Rivera,1,0,0,14,629.3333333,0,0,0,1,2,0,0,3,Orthodox,172.72,172.72,135,0,1,0,29,795,3,0,0,2,0,5,0,7,Orthodox,167.64,170.18,135,33,35,0
Eddie Gordon,Josh Samman,0,1,0,2,437,0,0,0,0,1,0,0,1,Orthodox,190.5,200.66,185,0,1,0,1,71,1,0,0,0,1,0,0,1,Orthodox,182.88,193.04,185,26,31,1
Corey Anderson,Justin Jones,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,198.12,185,0,1,0,1,61,1,0,0,0,1,0,0,1,Orthodox,190.5,200.66,205,27,25,0
Raquel Pennington,Ashlee Evans-Smith,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,125,1,0,0,6,900,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,27,26,0
Sergio Pettis,Matt Hobar,0,1,0,4,533.5,0,0,0,1,0,0,0,1,Southpaw,177.8,177.8,135,0,1,0,9,893,0,0,0,2,0,0,0,2,Orthodox,167.64,175.26,135,27,21,0
Alex White,Clay Collard,1,0,0,3,827,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,1,0,0,4,408,0,0,0,0,1,0,0,1,Southpaw,182.88,180.34,155,21,26,1
Frankie Edgar,Cub Swanson,0,6,0,18,676.5714286,0,0,0,2,4,0,0,6,Orthodox,172.72,177.8,145,0,2,0,58,1070.3125,7,0,0,7,3,1,0,11,Orthodox,167.64,172.72,145,31,33,0
Bobby Green,Edson Barboza,0,1,0,21,519.4,0,1,1,1,5,0,0,8,Orthodox,180.34,190.5,155,0,4,0,10,723.75,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,155,28,28,1
Brad Pickett,Chico Camus,2,0,0,15,862,0,0,0,2,0,0,0,2,Orthodox,167.64,167.64,125,1,0,0,18,642.125,0,0,1,1,1,1,0,4,Orthodox,167.64,172.72,135,29,36,1
Ja0 Rosholt,Aleksei Oleinik,0,1,0,1,138,0,0,0,0,0,1,0,1,Orthodox,187.96,203.2,240,0,3,0,9,900,0,0,0,3,0,0,0,3,Orthodox,187.96,190.5,265,37,28,1
Joseph Benavidez,Dustin Ortiz,0,2,0,12,874.75,0,0,2,0,1,0,0,3,Orthodox,165.1,165.1,125,0,1,0,21,629.3333333,2,0,0,3,3,1,0,7,Southpaw,162.56,165.1,125,25,30,0
Matt Wiman,Isaac Vallie-Flagg,2,0,0,9,900,0,0,1,0,0,0,0,1,Orthodox,172.72,172.72,155,1,0,0,30,574.9285714,0,0,0,4,2,3,0,9,Orthodox,177.8,172.72,155,36,31,0
Ruslan Magomedov,Josh Copeland,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,265,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,190.5,198.12,242,32,27,0
Luke Barnatt,Roger Narvaez,1,0,0,2,448,0,0,0,0,0,0,0,0,Southpaw,190.5,200.66,185,1,0,0,9,624,0,0,0,1,1,1,0,3,Orthodox,198.12,195.58,185,31,26,1
James Vick,Nick Hein,0,1,0,3,900,0,0,0,1,0,0,0,1,Southpaw,167.64,167.64,155,0,2,0,4,479,0,0,0,1,0,1,0,2,Orthodox,190.5,193.04,155,30,27,0
Yves Edwards,Akbarh Arreola,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,4,0,0,45,607.3,0,0,1,2,5,2,0,10,Southpaw,175.26,185.42,155,31,38,1
Paige VanZant,Kailin Curran,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,115,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,115,23,20,0
Juan Puig,Dooho Choi,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,1,0,0,1,141,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,23,25,1
Fabricio Werdum,Mark Hunt,0,1,0,20,629.625,0,0,0,1,4,0,0,5,Orthodox,177.8,182.88,265,0,4,0,18,605.5,0,0,0,2,3,1,0,6,Orthodox,193.04,195.58,231,40,37,0
Jake Ellenberger,Kelvin Gastelum,0,4,0,10,711.5,1,0,2,1,0,1,0,4,Southpaw,175.26,180.34,185,2,0,0,28,595.3333333,0,0,1,2,4,0,1,8,Orthodox,175.26,180.34,170,23,29,1
Ricardo Lamas,Dennis Bermudez,0,7,0,19,678.5,1,0,2,2,1,2,0,7,Orthodox,167.64,167.64,155,0,1,0,16,744.8333333,1,0,0,2,2,1,0,5,Orthodox,172.72,180.34,145,27,32,0
Augusto Montano,Chris Heatherly,1,0,0,1,138,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,26,30,0
Edgar Garcia,Hector Urbina,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,2,0,0,4,571.5,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,27,30,1
Yair Rodriguez,Leonardo Morales,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,172.72,172.72,135,0,0,0,0,,0,0,0,0,0,0,0,0,,180.34,180.34,145,21,22,0
Alejandro Perez,Jose Quinonez,0,0,0,0,,0,0,0,0,0,0,0,0,,172.72,175.26,135,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,24,25,0
Jessica Eye,Leslie Smith,0,1,0,4,522,0,0,0,0,1,0,0,1,Orthodox,175.26,167.64,135,2,0,0,6,900,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,32,28,0
Gabriel Benitez,Humberto Brown,0,0,0,0,,0,0,0,0,0,0,0,0,,177.8,180.34,145,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,145,30,26,0
Henry Briones,Guido Cannetti,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,167.64,172.72,135,0,0,0,0,,0,0,0,0,0,0,0,0,,172.72,175.26,135,34,34,0
Marco Beltran,Marlon Vera,0,0,0,0,,0,0,0,0,0,0,0,0,Switch,172.72,177.8,135,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,21,28,0
Mauricio Rua,Ovince Saint Preux,1,0,0,12,555.8,0,1,0,0,2,1,0,4,Southpaw,190.5,203.2,205,1,0,0,34,708,3,0,0,0,6,0,0,6,Orthodox,185.42,193.04,205,31,32,1
Warlley Alves,Alan Jouban,0,1,0,1,263,0,0,0,0,1,0,0,1,Southpaw,182.88,185.42,170,0,1,0,3,625,1,0,0,0,0,1,0,1,Orthodox,180.34,182.88,170,32,23,0
Claudio Silva,Leon Edwards,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,170,0,1,0,3,900,0,0,0,1,0,0,0,1,Southpaw,180.34,180.34,170,23,32,0
Dhiego Lima,Jorge de Oliveira,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,1,0,0,1,71,1,0,0,0,0,0,0,0,Orthodox,187.96,187.96,170,34,25,0
Juliana Lima,Nina Ansaroff,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,115,1,0,0,3,900,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,28,32,0
Diego Rivas,Rodolfo Rubio,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,145,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,27,22,0
Caio Magalhaes,Trevor Smith,0,1,0,10,686.25,0,0,1,1,0,0,0,2,Orthodox,190.5,190.5,185,0,3,0,9,578.25,0,0,0,1,1,1,0,3,Orthodox,185.42,185.42,185,33,26,0
Leandro Silva,Charlie Brenneman,4,0,0,20,485.3,0,0,0,4,0,0,0,4,Orthodox,177.8,182.88,155,2,0,0,6,900,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,33,28,0
Thomas Almeida,Tim Gorman,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,165.1,172.72,135,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,170.18,177.8,135,31,23,0
Wagner Silva,Colby Covington,0,1,0,1,290,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,170,1,0,0,2,366,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,170,26,27,1
Luke Rockhold,Michael Bisping,0,1,0,54,711.7619048,1,0,1,5,9,0,0,15,Orthodox,185.42,190.5,185,0,2,0,3,143.6666667,0,0,0,0,1,1,0,2,Southpaw,190.5,195.58,185,35,30,0
Ross Pearson,Al Iaquinta,0,1,0,15,661.6666667,1,0,0,3,1,0,0,4,Orthodox,177.8,177.8,155,0,1,0,32,663,1,0,0,4,3,0,1,8,Orthodox,172.72,175.26,155,27,30,1
Robert Whittaker,Clint Hester,0,4,0,11,808.25,0,0,1,1,1,0,1,4,Orthodox,187.96,195.58,205,0,1,0,13,712.8,1,0,0,2,1,0,0,3,Orthodox,182.88,185.42,185,27,23,0
Soa Palelei,Walt Harris,2,0,0,4,462.5,0,0,0,0,0,0,0,0,Southpaw,195.58,195.58,250,1,0,0,11,533.4,0,0,0,0,3,0,0,3,Orthodox,193.04,205.74,265,31,37,0
Jake Matthews,Vagner Rocha,1,0,0,6,507,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,155,0,1,0,3,796,0,0,0,0,0,1,0,1,Orthodox,180.34,185.42,170,32,20,0
Anthony Perosh,Guto Inocente,1,0,0,1,210,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,205,1,0,0,15,392.8888889,0,0,0,0,2,2,0,4,Orthodox,190.5,190.5,205,28,42,0
Dylan Andrews,Sam Alvey,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,205,1,0,0,6,498,0,0,0,0,2,0,0,2,Switch,185.42,185.42,185,28,34,1
Richie Vaculik,Louis Smolka,1,0,0,6,900,0,0,0,1,0,0,0,1,Orthodox,175.26,172.72,135,0,1,0,4,591.5,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,23,31,1
Vik Grujic,Chris Clements,2,0,0,8,669.6666667,0,0,1,0,0,0,0,1,Orthodox,177.8,177.8,170,0,1,0,4,597.5,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,170,38,37,1
Luke Zachrich,Daniel Kelly,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,177.8,185,0,1,0,4,472,0,0,0,1,0,0,0,1,Orthodox,187.96,187.96,185,37,32,1
Jumabieke Tuerxun,Marcus Brimage,2,0,0,13,733.4,0,0,1,2,0,0,0,3,Southpaw,162.56,180.34,135,2,0,0,6,864.5,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,29,28,1
Jose Aldo,Chad Mendes,0,5,0,16,480.375,1,0,0,3,4,0,0,7,Orthodox,167.64,167.64,145,0,6,0,25,1219.833333,6,0,0,4,2,0,0,6,Orthodox,170.18,177.8,145,29,28,0
Glover Teixeira,Phil Davis,1,0,0,29,757,0,0,0,5,0,3,0,8,Orthodox,187.96,200.66,205,1,0,0,13,574.3333333,1,0,0,1,1,2,1,5,Orthodox,187.96,193.04,205,30,34,1
Fabio Maldonado,Hans Stringer,0,1,0,3,900,0,0,1,0,0,0,0,1,Orthodox,190.5,185.42,205,1,0,0,21,722.875,0,0,1,2,1,0,0,4,Orthodox,185.42,190.5,205,27,34,0
Darren Elkins,Lucas Martins,0,3,0,8,392.25,0,0,0,0,2,1,0,3,Southpaw,182.88,182.88,145,1,0,0,22,573.9,0,0,0,5,2,0,0,7,Orthodox,177.8,180.34,145,25,30,0
Diego Ferreira,Beneil Dariush,0,1,0,4,294.3333333,0,0,0,0,0,2,0,2,Southpaw,177.8,182.88,155,0,2,0,3,225.5,0,0,0,0,1,1,0,2,Orthodox,175.26,187.96,155,25,29,1
William Patolino,Neil Magny,0,4,0,18,735,0,0,0,4,1,0,0,5,Orthodox,190.5,203.2,170,0,1,0,5,741.5,1,0,0,1,0,0,0,1,Orthodox,180.34,190.5,170,27,23,1
Yan Cabral,Naoyuki Kotani,3,0,0,7,615,0,0,0,0,0,0,0,0,Southpaw,172.72,167.64,155,1,0,0,6,900,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,155,32,31,0
Scott Jorgensen,Wilson Reis,0,1,0,9,900,0,0,0,2,0,0,0,2,Southpaw,162.56,165.1,125,0,1,0,21,663.6666667,0,0,0,2,1,1,0,4,Orthodox,165.1,167.64,135,29,32,1
Felipe Arantes,Andre Fili,1,0,0,5,586,0,0,0,0,1,0,0,1,Orthodox,180.34,187.96,145,0,1,0,16,785.3333333,0,0,0,2,1,0,0,3,Orthodox,172.72,185.42,135,24,26,1
Gilbert Burns,Christos Giagos,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,177.8,180.34,155,24,28,0
Fabricio Camoes,Anthony Rocco Martin,2,0,0,5,709,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,2,0,0,10,565,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,155,24,35,1
Rory MacDonald,Tarec Saffiedine,0,1,0,5,1500,0,0,0,1,0,0,0,1,Switch,177.8,177.8,170,0,2,0,25,723.4,0,0,0,5,2,1,0,8,Orthodox,182.88,193.04,170,28,25,0
Raphael Assuncao,Bryan Caraway,0,2,0,13,682.6,0,0,0,0,0,4,0,4,Orthodox,172.72,172.72,135,0,6,0,17,641.1428571,0,0,1,3,1,1,0,6,Orthodox,165.1,167.64,135,30,32,0
Chad Laprise,Yosdenis Cedeno,0,1,0,4,600,0,0,0,0,0,0,1,1,Orthodox,172.72,175.26,155,0,1,0,3,900,1,0,1,0,0,0,0,1,Orthodox,177.8,180.34,170,29,28,0
Elias Theodorou,Bruno Santos,0,1,0,6,900,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,185,0,1,0,2,581,1,0,0,0,1,0,0,1,Orthodox,185.42,190.5,185,27,26,0
Nordine Taleb,Li Jingliang,0,1,0,3,900,0,0,1,0,0,0,0,1,Orthodox,182.88,180.34,170,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,170,26,33,0
Mitch Gagnon,Roman Salazar,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,0,3,0,8,478.25,0,0,0,1,0,2,0,3,Southpaw,165.1,165.1,135,26,29,0
Daron Cruickshank,Anthony Njokuani,1,0,0,20,838.8571429,0,0,0,2,1,0,0,3,Orthodox,185.42,190.5,155,1,0,0,19,667.875,0,0,1,1,3,0,0,5,Switch,172.72,182.88,155,34,29,0
Olivier Aubin-Mercier,Jake Lindsey,1,0,0,3,767,0,0,0,0,0,0,0,0,Switch,180.34,180.34,155,1,0,0,3,900,1,0,0,0,0,0,0,0,Southpaw,175.26,177.8,155,28,25,0
Jason Saggo,Paul Felder,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,0,1,0,1,297,0,0,0,0,1,0,0,1,Orthodox,180.34,180.34,155,30,28,1
Paddy Holohan,Chris Kelades,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,0,1,0,1,186,0,0,0,0,0,1,0,1,Orthodox,177.8,175.26,125,33,26,1
Albert Tumenov,Matt Dwyer,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,170,0,1,0,4,568,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,170,24,22,0
Gunnar Nelson,Rick Story,0,1,0,41,713.1875,0,0,2,4,2,2,0,10,Southpaw,175.26,180.34,170,0,4,0,7,494.5,0,0,0,1,0,3,0,4,Switch,180.34,182.88,170,30,26,1
Akira Corassani,Max Holloway,0,3,0,23,720.5555556,0,0,1,1,3,1,0,6,Orthodox,180.34,175.26,155,1,0,0,9,541.75,0,0,1,1,0,0,0,3,Orthodox,172.72,172.72,145,22,32,1
Ilir Latifi,Jan Blachowicz,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,205,0,2,0,5,403,0,0,0,0,1,1,0,2,Orthodox,177.8,185.42,205,31,31,1
Niklas Backstrom,Mike Wilkinson,1,0,0,4,492,0,0,0,1,0,0,0,1,,170.18,172.72,145,0,1,0,1,255,0,0,0,0,0,1,0,1,Orthodox,185.42,187.96,145,27,25,1
Magnus Cedenblad,Scott Askham,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,190.5,190.5,185,0,2,0,5,352.6666667,0,0,0,0,0,2,0,2,Orthodox,195.58,200.66,185,26,32,0
Nico Musoke,Alexander Yakovlev,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,190.5,187.96,155,1,0,0,7,662.3333333,0,0,0,1,0,1,0,2,Orthodox,182.88,190.5,170,30,28,0
Dennis Siver,Charles Rosa,0,0,0,0,,0,0,0,0,0,0,0,0,Switch,175.26,175.26,145,2,0,0,39,608.5294118,0,0,0,5,3,2,0,10,Orthodox,167.64,177.8,145,28,35,0
Cathal Pend0,Gasan Umalatov,0,1,0,6,900,0,0,0,1,0,0,0,1,Orthodox,180.34,180.34,170,0,1,0,2,513,0,0,0,0,0,1,0,1,Orthodox,185.42,190.5,170,32,27,0
Tor Troeng,Krzysztof Jotko,1,0,0,5,749.5,0,0,0,1,0,0,0,1,Southpaw,185.42,195.58,185,2,0,0,7,663.6666667,0,0,0,0,0,1,0,1,Orthodox,187.96,195.58,185,25,31,1
Mairbek Taisumov,Marcin Bandel,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,6,900,0,0,0,1,0,0,0,1,Orthodox,175.26,185.42,155,24,26,0
Zubaira Tukhugov,Ernest Chavez,1,0,0,6,880.5,0,0,1,0,0,0,0,1,Orthodox,172.72,177.8,145,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,145,31,23,0
